Title,Price,Review
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I just received this case and do not yet know how it will hold up, but so far it fits my phone perfectly and has a far stronger magnet than I expected.

For my current phone, I’ve been using clear cases, and this is the fourth one I’ve bought. One was from Apple and two were reputable name-brand cases purchased from a big electronics retailer. Eventually, they all failed (cracked, came apart, yellowed, etc.), as I expect this one will, but at 1/3 the price of the other cases, this one won’t make me as mad about having to replace it."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"(leaving a review after 8 months of use because the case is too good to not review!) Bought this for my boyfriend who is constantly dropping his phone or setting heavy things on top of it, his old Apple case did not protect his phone AT ALL and his phone was always having to be repaired… but with this case he hasn’t had any issues!!! He’s dropped his phone so many times and after 8 months of use the case still works amazing and has totally protected his phone. I just reordered another one for another friend, 100% recommend this case it’s amazing!!"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"Cases for the newest release phones are ridiculous in price. However, there are some sellers on Amazon whom still provide deals and quality products. This case has solid protection, a metal ring for MagSafe attachments, and a warranty that allows for 100% satisfaction.

It attached to the MagSafe car mount with enough strength to avoid falling off while driving through Michigan's pot hole filled streets but is easily lifted off when detaching. I’ve actually pulled an inferior mount. But the case is nice and I would buy again."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"Absolutely blessed by this iPhone 15 Case Set! 🙌 The case fits like a glove and feels like it's been sent from heaven itself! The tempered-glass screen protector is crystal clear and strong enough to withstand even my little one's accidental drops.😇 But what really makes this set a divine choice is the outstanding customer support! They went above and beyond, making sure I was as happy as a Sunday morning! If you’re seeking heavenly protection and top-notch service, look no further. Truly a match made in tech heaven!"" 📱✨🙌If you want to keep your phone as protected as a shepherd guards his sheep, this set is your answer. Highly recommended for anyone looking to keep their tech safe and stylish!"" 📱✨"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I recently purchased this clear phone case with a tempered glass screen protector, lens protectors, and MagSafe compatibility, and overall, for my wife and we are quite pleased with it. Here’s a breakdown of what we've experienced so far:

Pros:

Comprehensive Protection: The inclusion of a tempered glass screen protector and lens protectors alongside the clear case is a huge plus. It feels reassuring to have a complete set of protection for my phone. The screen protector is particularly impressive; it's clear, responsive, and doesn't affect the touch sensitivity of my screen.

MagSafe Compatibility: The built-in MagSafe ring works seamlessly with my MagSafe charger and accessories. The alignment is spot-on, and charging is both efficient and secure. This feature was a key selling point for me, and it definitely lives up to the hype.

Clear and Sleek Design: The case itself is crystal clear and showcases the design of my phone without adding much bulk. The clarity of the case has not diminished over time, and it resists yellowing, which is always a concern with clear cases.

Cons:

Edge Protection: While the case provides decent coverage, the edges feel a bit more exposed compared to other cases I’ve used. It’s not a deal-breaker, but I’d prefer slightly more cushion around the corners for added peace of mind against drops.

Lens Protectors Fit: The lens protectors are a good idea, but they can be a bit tricky to apply perfectly. I found myself spending a little extra time ensuring they were aligned correctly. Once in place, they do their job well, but a better application guide or pre-aligned design could improve this aspect.

Overall: This package offers excellent value with its all-in-one approach to phone protection and MagSafe compatibility. The minor issues with edge protection and lens protector application are outweighed by the benefits of having a clear, functional, and stylish case. I’d definitely recommend it for anyone looking to keep their phone safe while enjoying the benefits of MagSafe technology."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I ordered this item for my iPhone 15 pro max, which included a case, screen cover and camera lens protectors. The case is flexible and transparent. It is not slippery like some cases so you don’t have to worry about it sliding off the dashboard of a vehicle or other surface. The case and lens covers were very easy to install. The screen cover is something I always have issues with installing and this one was no different. I ended up having a few bubbles but this was not due to the quality of the product, likely just dust that floated onto my screen. If I would recommend one thing it would to be to include an install assist device for the screen. However this would likely increase the price. Overall it appears to be a great product and an excellent value compared to similar products. In addition I received quick response and resolution to a question I sent to the company. There was an issue with the QR code included not scanning. Janet from the ESR team immediately responded with a solution. So customer service appears to be excellent."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I love this case! I recently bought the magnetic charger and the previous case wasn’t compatible with that so I desperately needed a new one. The magnetic connection with the case on is equivalent to when there is no case, if not better (I mean seriously the charger does not move at all). The case seems to be really high quality and protective. My main concerns when I bought this were: 1. If the quality of the product was cheap and 2. If the magsafe component was reliable. Both concerns were kicked to the group because this case is amazing quality and magsafe component works extremely well. I am super satisfied. I purchased the all clear case for reference."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I purchased this phone case because I needed a MagSafe compatible case so that I could use a magnet pop socket! The “MagSafe” case I had previously mostly blocked the magnets from working on my charger. This case is wonderful! My magnets work super well, and the case fit my iPhone 13 Pro perfectly! I attached my new magnetic pop socket and it holds super well.
I love the clear design so that I can see the color of my phone through the case. My package came quickly!"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I have used two other clear case options before on my iPhone 13, the apple clear case, and the otterbox symmetry clear case. This case is certainly more plyable and less rigid than those other two options, especially the apple one, but I assume that this is a good thing especially with the cushioning material on the corners of the case. I haven't had any major drops with this case on but my phone has survived the ones that I have with no problem. This is also significantly cheaper than those cases I mentioned and I don't feel they provided any level of protection that is better enough to warrant the price difference. One other thing of note is the magsafe magnet on this phone is super strong. I got a magsafe wallet and when I put it on my apple clear case with an iphone 13 it doesn't grab strongly and will budge around, on this case, the wallet doesn't feel like it's going anywhere."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"If you're looking for a slim and lightweight MagSafe case for your iPhone 15 Pro, The ESR clear/black option should make you happy. This case looks great and fits my 15 Pro very well.

The black edges have a nice smooth feel, but I wish they were a little more ""grippy."" The built-in MagSafe magnets provide wireless charging compatibility, while the clear back shows off the titanium finish of your iPhone Pro.

I am a little concerned with the case's protective qualities. The slim appearance comes at the cost of less protection around the most critical areas. The raised lip around the screen could be more robust, and I'd like to see more cushion around the frame, but I guess that's to be expected at this price-point. The edge around the lenses seems to work very well.

If you're serious about better drop protection, you should look at dual-layer or more rugged options instead. For me, this seems good enough for my day-to-day usage. I have a bulkier case if I'm heading out on an adventure. It will be interesting to see how this case holds up over time."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I recently purchased the ESR for iPhone 15 Pro Max Case, and it has truly exceeded my expectations in every way. Here’s why I highly recommend it:

### Design and Compatibility
The case is designed specifically for the iPhone 15 Pro Max and fits like a glove. It’s compatible with MagSafe, making wireless charging a breeze. The precise cutouts ensure that all buttons and ports are easily accessible, which is a significant plus.

### Protection
One of the standout features is its military-grade protection. I’ve accidentally dropped my phone a couple of times, and this case has absorbed the impact beautifully, keeping my phone in perfect condition. The raised edges around the screen and camera offer extra protection against scratches and drops.

### Aesthetics
The clear design of the case allows the elegant look of the iPhone 15 Pro Max to shine through while providing robust protection. The yellowing-resistant material keeps it looking new and clear over time, which is a common issue with other clear cases I’ve used in the past.

### Grip and Comfort
The case has a nice, firm grip that feels secure in hand, reducing the chances of accidental drops. It’s slim and doesn’t add unnecessary bulk to the phone, making it comfortable to hold and use daily.

### Conclusion
In summary, the ESR case for the iPhone 15 Pro Max is a perfect blend of style, functionality, and protection. It’s a great investment to keep your phone safe and looking pristine. Highly recommended for anyone looking for a reliable and stylish case!"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I have an iPhone 14 Pro. Please see all three reviews below:
One month review: Very pleased with my new clear case. Time will tell if it yellows as some have reported, but it appears that those that reported as much were mostly pleased with customer service. I’ll check back in a few months to update.

The edge surrounding the camera lenses is higher than the lenses themselves, but only slightly. Ideally I would like a bit more protection, but this is adequate for flat surfaces.

After wiping down with a microfiber cloth it does not appear to a fingerprint problem. I wipe it down often, as I have done with all of my phones over the years. The edges are not overly “grippy,” but not slippery and has an overall good feel.

The magnetic field is very plenty strong, and the buttons all work well.

Six months update:
No yellowing and grip seems to have improved. Not experiencing any finger print issues, but an occasional wipe across your t-shirt doesn’t hurt.

Thirty minutes ago while looking elsewhere, I tripped over an unexpected top concrete step with phone in hand. I fell hard forward, putting my hands out to break my fall. Unfortunately, I had my phone in my hand and it slapped down hard onto a concrete sidewalk! Fortunately for me it was professionally installed and fairly smooth as concrete goes. Fearing the worst, I turned my phone over and was shocked to see only three little dings on my tempered glass screen protector, and no apparent damage to the screen itself!

I will be sticking with this brand in the future!

One month later, seven months:
The edges of the case have started to yellow a good amount. I cannot overlook the fact that the timing of this is in line with my installation of a new magnetic charger / mount in my car. Installed in an air vent, it is now a good deal higher than before and exposed to a lot more direct sunlight than before.
When I reached out to the manufacturer, I received a prompt response offering to replace the case under the two year warranty, but they did recommend a black case to replace it, after pointing out the various issues that might cause yellowing, especially direct sunlight. Despite this, I opted to replacing it with another clear case. It has served me well and I like the look. The replacement has already been shipped and I am extremely pleased with the prompt response and solution by the customer service team. I don’t know for certain, but I doubt a second replacement would be at no cost. In the meantime I will have to rethink the positioning of my car mount."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"well I guess as much as a standard black phonecase can be. The case isn't opaque black like anticipated, HOWEVER it is opaque black for all the visibly darker spots in the advertised photo. The rest of the case is similar to a dark window tint. I bought this because I have the blue iPhone 13 Pro and generally dont like brighter colors for my phone, so when I saw the transparency I was worried, but it actually looks really good regardless."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I was having trouble with my case when a bottom part broke off, so reached out to ESR for support and the representative I spoke to (Fanny) was amazing and very helpful and was able to help me out with it. Case is easy to take on and off if needed which is a plus. Magnetic part works with a phone wallet I bought to go along with this case. I like how the silicone exterior provides grip when I have the phone in a large hoodie pocket so it doesn’t fall off. It is very sleek and doesn’t make the phone gigantic which is great."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"Purchased this as a gift. Receiver used it for a few weeks with a multitude of chargers, but unfortunately none of them would work. Contacted ESR at their contact information provided through Amazon when I used that option from my previous orders.

I emailed over a holiday weekend, so I was expecting to wait until Tuesday for a reply, but got an email before 9:00AM Monday morning. I was given options for how I would like to solve my problem in that first email, which I appreciated very much. No one likes to go round and round with multiple emails with tech support before you can finally have your issue resolved. First email to select resolution option, second email resolution completed. 👍🏻

While the phone case, unfortunately did not work for me (and the recipient) I would not hesitate to try another product from ESR based on their customer service alone. I wish others would offer such easy customer service!"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,Hands down the best case I have ever owned. It looks thin but it protects your phone extremely well. I have dropped my phone multiple times on different job sites and there was no damage to the case or my phone. I was extremely surprised. My phone fell out of my truck going around 40mph and it just bounced. When I went to retire my phone I was fearing the worst. My phone was 100% operational and intact. The only damage sustained was some scuffs to the edges of the case. The mag safe works great as well and has strong magnets. I would 10 out of 10 recommend purchasing this case.
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I love this case. I got it because my old clear one was yellowing and I wanted to try magsafe charging. I love how this feels in my hand - it's very soft like brushed powder. I haven't dropped my phone from a significant height yet, so I'm not sure how well it absorbs the shock, but I'll update if that happens. It seems to do well with smaller drops, tho."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"Upon purchase, ESRgear expressed their commitment to me as a customer and said if anything is not up to par, contact them. This impressed me. So when the plastic grip nut cracked, I contacted ESR. Almost immediately they contacted me. I sent a picture and the new part was on the way.
My techie son told me this was the BEST charger. He was right. You step in the car and immediately attach it to magnetic secure base. No separate wires to mess with.
The little fan removes the concern about debilitating temperatures here in the Texas heat. I love this charger and this company. They actually put flesh on the saying, “We care.”"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I love this case. So comfortable when holding, non-slip grip. Best of all, side buttons (on/off, volume, etc) are easily accessible. The ability to use the side buttons is very important to me. I had another brand that the side buttons were so difficult to access that I often took the case off. I have since thrown that case in the trash in lieu of this superior brand/design."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"Purchased the case for my iPhone 15 Plus. It’s durable, feels comfortable while in use, and isn’t slippery. I am able to charge my phone with the case on without issues. I’ve had it for about a week already and there’s no scratches when it’s in my backpack, purse, or pockets with my keys. It’s easy to wipe prints and/or smudges no problem. I am satisfied with its functionality and recommend this case."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"Clear and dark blue WOW my iphome 15 Pro Max looks amazing and it is proteted. The sides are better to grab with this cover because it combines 2 materials. The clear material is hard and sides have a soft skin-like feel. The dark blue creates a nice look against the clear, which shows white metallic for my iphone. The clear material is high quality. I was impressed and now I love my 15 pro Max even more!!"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I mainly got this case because I didn’t want to pay for the price of name brand stuff. This is perfect and the value is lovely. It’s protected my phone for almost a year now and hasn’t taken any damage to it, or any discoloration. It’s super easy to take off to clean, it’s the perfect size, and the color came exactly how it looked in the pictures (I got black) definitely recommend to anyone reading this, and I’ve recommended it to friends also."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"Absolutely amazed with this purchase and buying another right after this review. Set my brand new iPhone on my suburban tire (knowing that was a terrible decision) left, forgot about it backed up and CRUNCH. I completely ran over the whole thing with a SUBURBAN and my phone is absolutely unharmed. My mind is blown and I’m soooo thankful for this product!!!! Like I said headed to buy another!"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"The case itself is really nice and has so far taken several drops without any damage. One small issue is that one day I noticed the small magnetic stripe was sticking up when I took my phone out to clean it. Then I saw a bit of the magnet was broken and sticking out. Upon asking the customer service if that little bit of the magnet missing could be a problem, they sent a new case right away. It’s the little things sometimes that make a big difference in order to keep customers."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I decided to really do my research when I need a new MagSafe case for my iPhone 14 Pro. This one came up in the top 5 on almost all of the website lists I checked. One site even checked the actual magnet strength of each case tested. This ESR for iPhone 14 Pro MagSafe Case was the 3rd or 4th strongest.

So why did I go with this ESR for iPhone 14 Pro Case, Compatible with MagSafe instead of the stronger ones? Price. I cannot justify spending $60 or more on a phone case. This one cost less than $20.

My MagSafe wallet sticks so well to this case, I can't even shake the phone off while the wallet is open. Yes, part of that is the strength of the magnets on the case itself, but even my MagSafe charger holds tight.

The case has a raised lip around the screen to protect it when you place the phone face down. There is also a raised lip around the camera lenses. The buttons are very responsive, and the charging port is easily accessible if you need to use it. There are also other cut outs for the speakers .

Also, the corners are extra thick (padded). This is supposed to help protect your phone if you drop it, but the shape also helps you keep hold of your phone. It rests easily in your hand.

I think I just found my new favorite brand of MagSafe case. Let's face it, I will have to get a new phone eventually. Just not yet. ESR makes a MagSafe case for the new ones as well.

This ESR for iPhone 14 Pro Case, Compatible with MagSafe is the best MagSafe case for the price. Bar None!"
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I love this phone case. I don’t know why but suddenly I just got on a phone dropping spree for some reason.. was wearing a lot of shorts with what can barely be described as a pocket I guess. Anyways I’ve dropped this in concrete many times and there is not a single scratch on this phone case. I just wipe away the dust expecting some kind of damage, nothing. Looks nice too, sleek, not very grippy but still pretty easy to hold. Nothing bad I can really say about it."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I’ve spent two weeks with this case so far and it’s already helped the phone survive a drop on tile and one on asphalt. I’ll update a bit later into the case’s lifetime but I’m honestly already pretty impressed. It’s not bulky at all, and it’s machined well; all the features on the case are sized and spaced appropriately for an iPhone (Pro 14, in my case). The clear material is slightly tacky, compared with the Apple brand, which helps grip in hand without being, like, sticky. The raised lip around the screen protects well and the slight bumpered corners help absorb impact from tumbles without adding the kind of bulk that affects its fit in pockets, which is really nice (the old Ballistic brand cases had the best corner protection but it cost me being able to fit the phone in places I wish I could have, sadly—this seems like a good tradeoff so far).

The shape of the camera guard also diffuses the flashlight glow a bit so I can get just a little, indirect light from it when it’s face down on a surface, which is often perfect and one of the selling points of the clear Apple case I had before. I don’t think this will work with the opaque cases. Hopefully this material is resistant to the yellowing/browning that happened to the Apple case (barely lasted a year).

As of right now I’d say get this if you want a well-built, basic case at a decent price that stands up to realistic drops and accidents. Good chance I’ll still say that by time this one retires, too."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"This is the second case I bought from this company. When my first one finally cracked, I bought a different one with the magnetic option as I use a pop socket wallet. The replacement failed too many times from day one. I ordered a new one like my old and love how secure the magnet is. The case is flexible, but strong, doesn’t discolor, and is easily removed for cleaning."
"ESR for iPhone 14 Case/iPhone 13 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 14/13, Classic Hybrid Case (HaloLock), Clear",13,"I bought this for my lovely wife so she could start using MagSafe accessories, like a car mount, charger, etc. She wanted a strong magnet, and the ability to still see the pretty yellow color she chose. This guy fit the bill, and she has been very pleased. Super great magnet, snaps on to everything MagSafe, and holds without worry. The case itself is nice, buttons click well, and best of all, my wife is happy with it. Would recommend, especially at the price point. I’ve paid much more, for much worse."
